ID,대분류,상호명,도로명주소,좌표X,좌표Y,위도,경도,카테고리,원본카테고리,대분류코드,대분류명,중분류코드,중분류명,소분류코드,소분류명,영업시간,휴무일
1,문화_공연장,클리프홀,"제주특별자치도 제주시 한림읍 한림로 247, 2층",128596.741770023,-11705.9862223577,33.3885078,126.2333989,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,10:00~24:00,수요일
2,문화_공연장,호은아트홀,"제주특별자치도 제주시 월평9길 2-19, 2층 (월평동)",161003.170382611,-2582.67037546159,33.4724287,126.5812865,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:00~18:00,
3,문화_공연장,오페라인제주 스튜디오,제주특별자치도 제주시 애월읍 무수천길 5-5,148495.073990808,-3814.24537851783,33.4607963,126.446798,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:00~19:00,
4,문화_공연장,공존 예술창작 스튜디오,"제주특별자치도 제주시 남광북5길 6, 지하1층 (이도이동)",156845.430786298,-276.668932758762,33.4930593,126.536447,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,00:00~24:00,
5,문화_공연장,이디홀,"제주특별자치도 제주시 도공로 54, 도두1동 청소년문화센터 지하1층 (도두일동)",150302.98170634,733.37534200395,33.5018814,126.4659922,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,공연·행사일정별,
6,문화_공연장,채플린 소극장,"제주특별자치도 제주시 중앙로 491, 지하층 (아라이동)",157556.000725876,-1806.8495191909,33.4792921,126.5441655,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:00~17:00,일요일
7,문화_공연장,아트락 소극장,제주특별자치도 제주시 연신로 156 (영평동),158374.299977413,-764.801201481699,33.4887191,126.552921,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:00~22:00,
8,문화_공연장,스카이워터쇼,제주특별자치도 제주시 구좌읍 번영로 2172-80 (제주아트랜드),176227.42249951,-7887.01584200359,33.4250516,126.7452101,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,공연 1일 3회 09:30·11:00·14:30,
9,문화_공연장,제주난타극장,제주특별자치도 제주시 선돌목동길 56-26 (오등동),157858.570077978,-5539.15779446767,33.4456544,126.5475961,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,매일 16:30 공연(13:30·20:00 유동),
10,문화_공연장,오백장군갤러리 공연장,"제주특별자치도 제주시 조천읍 남조로 2023, 제주특별자치도돌문화공원관리소 1층",168943.875998383,-6503.38887428093,33.4373399,126.6668482,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:00~18:00,월요일
11,문화_공연장,세이레아트센터,"제주특별자치도 제주시 서광로 182-6, 지하층 (삼도일동, 원앙빌딩)",154952.633643405,391.895797743821,33.4990088,126.5160462,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:00~22:30,
12,문화_공연장,제주폴리아트센터,제주특별자치도 제주시 애월읍 산록서로 18,141777.47481573,-11975.8642516578,33.3868703,126.3750709,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:30~17:30,
13,문화_공연장,제주관광대학 컨벤션홀,제주특별자치도 제주시 애월읍 평화로 2715 (제주관광대학 컨벤션홀),147336.714653566,-5157.89475124236,33.4486261,126.4344172,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:00~18:00,
14,문화_공연장,제주아트센터,제주특별자치도 제주시 오남로 231 (오라이동),154868.584475232,-2262.14230353997,33.4750773,126.5152754,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,공연·행사일정별,
15,문화_공연장,설문대여성문화센터공연장,제주특별자치도 제주시 선덕로8길 12  (연동),153499.515511003,-1220.98352953974,33.4844054,126.5004928,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:00~18:00,1월1일·설·추석
16,문화_공연장,한라아트홀 대극장,"제주특별자치도 제주시 한라대학로 38 (노형동,외 36필지(한라대학로38))",151094.654720674,-1988.89509274844,33.4773749,126.4746603,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,10:00~19:30,연중무휴
17,문화_공연장,Be IN;(비인),제주특별자치도 제주시 신산로 82 (일도이동),156616.514375637,1203.91013728724,33.5063985,126.5339121,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:00~22:00,
18,문화_공연장,제주해변공연장,제주특별자치도 제주시 중앙로 2 (삼도이동),155721.051225061,2482.9984096511,33.5178936,126.5242118,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,08:00~22:00,연중무휴
19,문화_공연장,제주특별자치도문예회관대극장,"제주특별자치도 제주시 동광로 69 (일도이동,(동광로89))",156734.277555173,990.329831017482,33.5044777,126.5351898,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,공연·행사일정별,
20,문화_공연장,제주특별자치도 문예회관 소극장,"제주특별자치도 제주시 동광로 69 (일도이동,(동광로89))",156734.277555173,990.329831017482,33.5044777,126.5351898,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,공연·행사일정별,
21,문화_공연장,한라,제주특별자치도 제주시 명림로 575-107 (회천동),166285.365458268,-5257.14441273754,33.4484955,126.6382126,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,24시간,
22,문화_공연장,노형수퍼마켙,제주특별자치도 제주시 노형로 89 (해안동),149275.142119452,-3370.04053529825,33.4648383,126.4551635,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,입장마감 18:00,연중무휴
23,문화_공연장,더마파크 공연장,제주특별자치도 제주시 한림읍 월림7길 155,129374.71706584,-15493.603917681,33.3544124,126.2420564,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:00~17:45,
24,문화_공연장,제주대학교 아라뮤즈홀,제주특별자치도 제주시 제주대학로 102 (아라일동),159225.936437733,-4535.17095331687,33.4547591,126.562256,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,공연·행사일정별,
25,문화_공연장,서귀포예술의전당 대극장,제주특별자치도 서귀포시 태평로 270 (서홍동),158063.824884198,-27660.5165854668,33.2462174,126.5508318,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,공연·행사일정별/휴관:1월1일·설·추석,
26,문화_공연장,오션 아레나,제주특별자치도 서귀포시 성산읍 섭지코지로 95,193124.872550337,-6980.11333313438,33.4334704,126.9268899,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:30~18:00 / 공연 10:50·12:50·14:50·16:20,연중무휴
27,문화_공연장,점보빌리지,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,135180.724419217,-24230.3745174859,33.2760108,126.3050557,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,공연 1일 4회 11:00·13:00·15:00·17:00,연중무휴
28,문화_공연장,제주아트 서커스,제주특별자치도 서귀포시 안덕면 동광로 214,138891.861596566,-19998.1436859543,33.3143841,126.3446026,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:30~18:00,
29,문화_공연장,제주 아리랑,제주특별자치도 서귀포시 표선면 번영로 2564-21,179355.96680143,-10349.5063359602,33.4029145,126.7789056,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,09:40~15:30,연중무휴
30,문화_공연장,서귀포시김정문화회관,"제주특별자치도 서귀포시 김정문화로 36 (강정동, 김정문화회관)",154072.045588903,-27142.0088027209,33.2507298,126.5079736,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,13:00~17:00,
31,문화_공연장,시민문화.체육복합센터,제주특별자치도 서귀포시 동홍로 30 (동홍동),159715.725517015,-27133.8643051719,33.2510287,126.5685334,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,10:00~18:00,화요일
32,문화_공연장,CENTRAL STAGE,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,135472.784332241,-20626.5385493826,33.3085193,126.3079335,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,10:00~18:00 (신화테마파크 기준),연중무휴
33,문화_공연장,LARVA STAGE,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,135832.360849049,-20907.8370467928,33.3060047,126.3118143,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,10:00~18:00 (신화테마파크 기준),연중무휴
34,문화_공연장,서귀포예술의전당 소극장,제주특별자치도 서귀포시 태평로 270 (서홍동),158063.824884198,-27660.5165854668,33.2462174,126.5508318,공연장,공연장,VE,문화관광,VE06,공연시설,VE060100,공연장,공연·행사일정별,
35,문화_관광극장유흥업,제주 로얄 나이트클럽,"제주특별자치도 제주시 신대로12길 45, 지하2층 (연동, 제주로얄호텔)",152684.983907009,-756.04716168001,33.4885614,126.4917045,클럽,관광극장유흥업,FD,음식,FD04,주점,FD040300,클럽,,
36,문화_관광숙박업,제니아관광호텔,제주특별자치도 제주시 은남1길 25 (연동),152815.991808968,-696.226844329712,33.4891065,126.493111,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
37,문화_관광숙박업,썬하우스,제주특별자치도 제주시 한림읍 일주서로 5556,132819.492990746,-7906.53660409112,33.4230339,126.278497,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
38,문화_관광숙박업,베네치아 호스텔,제주특별자치도 제주시 도공로 2,150210.926983974,1198.46964365582,33.5060702,126.4649757,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
39,문화_관광숙박업,용담동 가족호텔,제주특별자치도 제주시 용담일동 183-1,154611.990024118,834.312877489591,33.5029831,126.5123581,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
40,문화_관광숙박업,제주리조트,제주특별자치도 제주시 애월읍 가문동상4길 11,143512.583685054,-1321.99381764826,33.4830139,126.3930484,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
41,문화_관광숙박업,미라클호텔,제주특별자치도 제주시 신대로 60,153116.562583611,-354.753638159152,33.4921983,126.4963272,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
42,문화_관광숙박업,호텔 컬리넌,제주특별자치도 제주시 사장1길 26,152789.373092944,-1105.76863402563,33.485413,126.4928462,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
43,문화_관광숙박업,에코그린리조트,제주특별자치도 제주시 한림읍 귀덕6길 94,134044.614864877,-6509.88237288178,33.4357014,126.2915661,호텔,가족호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
44,문화_관광숙박업,예그리나리조트,제주특별자치도 제주시 구좌읍 일주동로 1845,174720.428352366,6682.41276573637,33.5563738,126.7285951,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
45,문화_관광숙박업,에코그린스테이(구.에코그린펜션),제주특별자치도 제주시 한림읍 귀덕6길 92-9,133980.685144252,-6509.27406056944,33.435703,126.2908786,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
46,문화_관광숙박업,이화호텔,제주특별자치도 제주시 도령로 155,152744.890609882,-75.4993668175311,33.4946996,126.4923132,호텔,가족호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
47,문화_관광숙박업,더비치,제주특별자치도 제주시 서해안로 486-4,152614.798911264,2576.21673785994,33.5186008,126.490773,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
48,문화_관광숙박업,네츄럴파크리조트,제주특별자치도 제주시 한림읍 협재로 226,130250.447851977,-12823.2575202685,33.3785439,126.2512576,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
49,문화_관광숙박업,골든파크관광호텔,제주특별자치도 제주시 서광로2길 9,154669.034097259,419.500284296397,33.4992457,126.512993,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
50,문화_관광숙박업,호텔통 연동(구.조은호텔),제주특별자치도 제주시 사장1길 28,152774.547618175,-1109.39837004657,33.4853797,126.4926868,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
51,문화_관광숙박업,오라관광호텔,제주특별자치도 제주시 연북로 217,153911.700794197,-1495.57790495363,33.4819476,126.5049418,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
52,문화_관광숙박업,씨뷰,제주특별자치도 제주시 일주서로 7490,148533.222435336,-166.030297385931,33.493689,126.4469989,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
53,문화_관광숙박업,수앤수리조트,제주특별자치도 제주시 애월읍 부룡수길 60,140313.599800248,-2284.55092543585,33.4741623,126.3586951,호텔,가족호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
54,문화_관광숙박업,팜파스호텔제주,제주특별자치도 제주시 서해안로 368-3,152052.149689151,1800.15951231324,33.511579,126.4847585,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
55,문화_관광숙박업,그라벨 호텔 제주,제주특별자치도 제주시 일주서로 7316,146832.21662172,-295.810763619585,33.4924357,126.4287033,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
56,문화_관광숙박업,스탠포드호텔앤리조트 제주,제주특별자치도 제주시 애월읍 애월해안로 406,139726.877192969,-2576.65719028973,33.471496,126.3524029,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
57,문화_관광숙박업,H 호텔,제주특별자치도 제주시 삼무로 261-25,152365.545,-622.339999999851,33.4897527,126.4882603,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
58,문화_관광숙박업,아이진호텔,제주특별자치도 제주시 신대로22길 4 (연동),152970.545232674,-1433.71555084705,33.4824644,126.4948127,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
59,문화_관광숙박업,아스타호텔,제주특별자치도 제주시 삼도일동 535-9,155285.560527136,574.952588879066,33.5006732,126.5196197,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
60,문화_관광숙박업,비스타리조트(호스텔),"제주특별자치도 제주시 서해안로 74, 비스타리조트 (이호일동)",149520.427260393,874.879840800712,33.5031205,126.4575629,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
61,문화_관광숙박업,스카이 관광 호스텔,제주특별자치도 제주시 서광로29길 3,155927.23928323,583.018274765948,33.5007726,126.5265246,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
62,문화_관광숙박업,(주)케이피씨,제주특별자치도 제주시 구좌읍 월행남길 322-30,179590.644161512,3102.01478136122,33.5241978,126.7811218,콘도,휴양콘도미니엄업,AC,숙박,AC02,콘도미니엄,AC020100,콘도,,
63,문화_관광숙박업,DIANA호텔,"제주특별자치도 제주시 임항로 249 (건입동, 다이아나호텔)",157148.039711428,2469.72946549177,33.5178322,126.5395718,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
64,문화_관광숙박업,케이관광호텔,제주특별자치도 제주시 연동3길 10 (연동),152333.413461771,-699.742326573313,33.4890534,126.4879187,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
65,문화_관광숙박업,TOP팰리스호텔,제주특별자치도 제주시 중앙로 34,155744.886062102,2197.91777939142,33.5153244,126.5244824,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
66,문화_관광숙박업,M관광호텔,제주특별자치도 제주시 애월읍 애월해안로 554-10,140700.624062869,-1934.71637066663,33.4773378,126.3628355,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
67,문화_관광숙박업,심스호텔,"제주특별자치도 제주시 임항로 249 (건입동, 다이아나호텔)",157148.039711428,2469.72946549177,33.5178322,126.5395718,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
68,문화_관광숙박업,스탠포드호텔앤리조트 제주A,제주특별자치도 제주시 애월읍 애월해안로 408,139772.10534865,-2568.13186173776,33.4715754,126.3528889,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
69,문화_관광숙박업,애월비치호텔,제주특별자치도 제주시 애월읍 애월해안로 554-10,140700.624062869,-1934.71637066663,33.4773378,126.3628355,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
70,문화_관광숙박업,HOTEL LEO,"제주특별자치도 제주시 삼무로 14, HOTEL LEO (연동)",152365.545,-622.339999999851,33.4897527,126.4882603,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
71,문화_관광숙박업,제주윈스톤,제주특별자치도 제주시 한림읍 협재로 226,130250.447851977,-12823.2575202685,33.3785439,126.2512576,호텔,가족호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
72,문화_관광숙박업,퓨어스테이오션,제주특별자치도 제주시 서해안로 346-14 (도두이동),151726.171792854,1561.77978582826,33.5094152,126.481263,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
73,문화_관광숙박업,엠버리조트,제주특별자치도 제주시 1100로 2671-51 (노형동),152396.97986944,-7950.4930508818,33.4236856,126.4889873,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
74,문화_관광숙박업,유니호텔,제주특별자치도 제주시 애월읍 애월해안로 656,141668.368638971,-1693.41782586503,33.4795664,126.3732309,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
75,문화_관광숙박업,사하라관광호텔,제주특별자치도 제주시 서광로 265,155761.721603069,527.706196350739,33.500267,126.5247462,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
76,문화_관광숙박업,신라스테이  제주,제주특별자치도 제주시 노연로 100 (연동),152608.497386254,-1090.32833329682,33.4855442,126.4908992,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
77,문화_관광숙박업,우림호텔,제주특별자치도 제주시 애월읍 애월해안로 917,143555.373818864,-1178.11317859168,33.4843134,126.3934997,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
78,문화_관광숙박업,제주프레임호스텔,제주특별자치도 제주시 애월읍 애월해안로 907,143456.801545509,-1116.37203448302,33.4848648,126.3924353,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
79,문화_관광숙박업,호텔 로제스턴,제주특별자치도 제주시 애월읍 고내로13길 62,139162.947963069,-2827.74947980561,33.4692004,126.3463536,호텔,가족호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
80,문화_관광숙박업,(주)더크라운이앤에스 호텔하니크라운,"제주특별자치도 제주시 삼성로 10, 제주하니관광호텔 (이도일동)",156043.922171023,1051.58609520582,33.5050018,126.5277573,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
81,문화_관광숙박업,글래드호텔앤리조트(주) 메종 글래드 제주,"제주특별자치도 제주시 노연로 80, 메종글래드 제주 (연동)",152390.482526722,-1164.56501308051,33.4848653,126.4885575,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
82,문화_관광숙박업,제주퍼시픽호텔,"제주특별자치도 제주시 서사로 20, 제주퍼시픽호텔 (용담일동)",155252.931994038,1679.78493749164,33.5106326,126.5192134,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
83,문화_관광숙박업,크라운프라자호텔,제주특별자치도 제주시 삼무로 67  (연동),152899.059631985,-582.222685166727,33.490138,126.4939988,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
84,문화_관광숙박업,(주)지앤엘 더호텔제주,제주특별자치도 제주시 삼무로 67,152899.059631985,-582.222685166727,33.490138,126.4939988,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
85,문화_관광숙박업,더호텔,제주특별자치도 제주시 삼무로 67,152899.059631985,-582.222685166727,33.490138,126.4939988,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
86,문화_관광숙박업,마라나타 호텔,제주특별자치도 제주시 신대로12길 45 (연동),152684.983907009,-756.04716168001,33.4885614,126.4917045,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
87,문화_관광숙박업,제주썬호텔,제주특별자치도 제주시 삼무로 67 (연동),152899.059631985,-582.222685166727,33.490138,126.4939988,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
88,문화_관광숙박업,제주팔레스호텔,"제주특별자치도 제주시 탑동로 9, 제주팔레스관광호텔 (삼도이동)",155674.819621859,2370.05630124397,33.5168735,126.5237198,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
89,문화_관광숙박업,펄호텔 제주,제주특별자치도 제주시 신대로20길 49 (연동),152595.824683578,-1321.29807153705,33.4834613,126.4907751,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
90,문화_관광숙박업,그레이스관광호텔,제주특별자치도 제주시 제원1길 7  (연동),152401.817737305,-679.529670115115,33.4892387,126.4886537,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
91,문화_관광숙박업,아로마(AROMA)관광호텔,제주특별자치도 제주시 신대로18길 45  (연동),152644.616320509,-1208.67485916955,33.4844789,126.4912941,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
92,문화_관광숙박업,제주오리엔탈호텔,"제주특별자치도 제주시 탑동로 47, 제주오리엔탈호텔 (삼도이동)",155310.204186927,2437.40839022593,33.5174655,126.5197919,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
93,문화_관광숙박업,맹그로브 제주시티,"제주특별자치도 제주시 탑동로 5, 제주서울관광호텔 (삼도이동)",155717.247295083,2358.11865027634,33.5167676,126.524177,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
94,문화_관광숙박업,동양관광호텔,제주특별자치도 제주시 삼무로 48  (연동),152688.381025039,-645.828590343915,33.4895552,126.4917353,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
95,문화_관광숙박업,제주아일랜드호텔리조트,"제주특별자치도 제주시 애월읍 평화로 2477, 제주아일래드호텔",145638.66792849,-6986.34710731033,33.4320566,126.4162659,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
96,문화_관광숙박업,호텔스카이파크,"제주특별자치도 제주시 삼무로 48, 호텔스카이파크 (연동)",152688.381025039,-645.828590343915,33.4895552,126.4917353,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
97,문화_관광숙박업,호텔 펄리,제주특별자치도 제주시 노형로 79,149246.024249337,-3472.7089396268,33.4639113,126.4548561,호텔,가족호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
98,문화_관광숙박업,로긴호텔,제주특별자치도 제주시 서해안로 442-9,152352.97700722,2438.44503820716,33.517347,126.4879622,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
99,문화_관광숙박업,레브호텔제주,제주특별자치도 제주시 은남1길 15,152912.375,-699.864999999745,33.489078,126.4941482,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
100,문화_관광숙박업,하모니리조트,제주특별자치도 제주시 한림읍 협재로 213,130325.132366526,-12743.9860401891,33.3792634,126.252054,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
101,문화_관광숙박업,이호포니호텔,제주특별자치도 제주시 논세길 51,148084.132283194,-630.562708380108,33.4894792,126.4421934,호텔,가족호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
102,문화_관광숙박업,제주포인트투어,제주특별자치도 제주시 서광로 51 (용담이동),153628.927312778,447.185107913666,33.4994507,126.5017989,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
103,문화_관광숙박업,제이투(J2),제주특별자치도 제주시 삼무로3길 37,152699.252332282,-562.981132688014,33.4903026,126.4918479,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
104,문화_관광숙박업,엘앤엘제주,제주특별자치도 제주시 삼무로 12,152324.902518326,-620.710768258948,33.4897655,126.4878229,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
105,문화_관광숙박업,해호텔,제주특별자치도 제주시 서해안로 526,153027.737872527,2704.45015662565,33.5197751,126.4952109,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
106,문화_관광숙박업,NH 신신호텔 제주시티,제주특별자치도 제주시 해안마을북길 14-6 (해안동),149144.037758331,-3511.92972140884,33.4635529,126.4537613,호텔,가족호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
107,문화_관광숙박업,에이바호텔제주,제주특별자치도 제주시 구좌읍 일주동로 1626,172662.533781083,6231.8718502256,33.552261,126.7064485,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
108,문화_관광숙박업,롯데시티호텔제주,제주특별자치도 제주시 도령로 83,152212.068704478,-522.970936390612,33.4906417,126.4866036,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
109,문화_관광숙박업,이호MH호텔,제주특별자치도 제주시 현사길 33,148668.348436623,209.758471192992,33.4970834,126.4484313,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
110,문화_관광숙박업,엘앤엘센트럴호텔,제주특별자치도 제주시 노연로 24,151838.419444122,-1048.58316533506,33.4858862,126.4826114,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
111,문화_관광숙박업,애월오션스테이,제주특별자치도 제주시 애월읍 애월해안로 412,139728.467078032,-2417.3415562032,33.4729324,126.3524093,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
112,문화_관광숙박업,씨앤제이관광호텔,제주특별자치도 제주시 광양8길 24,155978.666369539,475.526650848873,33.4998056,126.5270834,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
113,문화_관광숙박업,커넥또호텔 애월,제주특별자치도 제주시 애월읍 광상로 272,144515.374657238,-5696.62192875672,33.4436267,126.4041079,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
114,문화_관광숙박업,크라운 골프텔,제주특별자치도 제주시 조천읍 북선로 125,171694.013726674,3617.48949868669,33.5286649,126.6961024,게스트하우스,호스텔업,AC,숙박,AC06,호스텔,AC060200,게스트하우스,,
115,문화_관광숙박업,호텔밀라노크라운,제주특별자치도 제주시 노연로 103  (연동),152668.462713613,-1011.43134321023,33.4862582,126.4915403,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
116,문화_관광숙박업,귀빈파크관광호텔,제주특별자치도 제주시 원노형9길 34  (노형동),152145.579213246,-992.018776375464,33.48641,126.4859133,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
117,문화_관광숙박업,아셈관광호텔,제주특별자치도 제주시 신광로10길 1  (연동),152465.690746917,-1297.53895697582,33.4836698,126.4893737,호텔,관광숙박업,AC,숙박,AC01,호텔,AC010100,호텔,,
118,문화_관광숙박업,스타즈호텔 헤리티지,제주특별자치도 제주시 관덕로 26 (삼도이동),155509.008955777,1926.90347939621,33.5128713,126.5219571,호텔,관광호텔업,AC,숙박,AC01,호텔,AC010100,호텔,,
119,문화_관광숙박업,일성제주콘도,"제주특별자치도 제주시 한림읍 한림로 239, 일성제주콘도",128526.080994015,-11780.639066186,33.3878301,126.2326454,콘도,휴양콘도미니엄업,AC,숙박,AC02,콘도미니엄,AC020100,콘도,,
